Experimental,Predicted,TrainTest
2.66,41.288445,Train
5.12,41.288445,Train
15.4,41.288445,Train
23.84,41.288445,Train
32.18,41.288445,Train
104.22,41.288445,Train
105.6,41.288445,Train
50.5,61.582882,Train
72.33,72.332664,Train
72.67,61.582882,Train
17.92270531,51.739346,Train
40.9178744,51.739346,Train
58.16425121,51.739346,Train
61.88405797,51.739346,Train
64.92753623,51.739346,Train
66.61835749,51.739346,Train
4.979253112,15.186341,Train
9.751037344,15.186341,Train
20.22821577,15.186341,Train
20.33195021,15.186341,Train
20.64315353,15.186341,Train
24.8,24.801373,Train
34.25531915,108.936874,Train
75.95744681,108.936874,Train
104.2553191,108.936874,Train
119.1489362,108.936874,Train
141.4893617,108.936874,Train
144.4680851,108.936874,Train
142.9787234,108.936874,Train
108.7234043,252.97842,Train
202.5531915,252.97842,Train
241.2765957,252.97842,Train
280.0,252.97842,Train
309.787234,252.97842,Train
312.7659574,252.97842,Train
315.7446809,252.97842,Train
19.25826741,23.831324,Train
24.34715199,23.831324,Train
25.38099685,23.831324,Train
26.34084462,23.831324,Train
23.81225885,76.510445,Train
46.55895981,76.510445,Train
80.6229849,76.510445,Train
98.1010941,76.510445,Train
104.2174809,76.510445,Train
105.7333639,76.510445,Train
25.36458333,25.36533,Train
5.173210162,71.81882,Train
24.57274827,71.81882,Train
44.29561201,71.81882,Train
64.98845266,71.81882,Train
86.97459584,71.81882,Train
103.7875289,71.81882,Train
120.9237875,71.81882,Train
123.8337182,71.81882,Train
30.26932084,73.49755,Train
50.11709602,73.49755,Train
52.22482436,73.49755,Train
65.57377049,73.49755,Train
74.70725995,73.49755,Train
93.50117096,73.49755,Train
96.83840749,73.49755,Train
98.59484778,73.49755,Train
99.64871194,73.49755,Train
0.505106572,36.002834,Train
4.83245662,36.002834,Train
6.996345129,36.002834,Train
10.36258369,36.002834,Train
14.93031835,36.002834,Train
19.73843763,36.002834,Train
24.54741085,36.002834,Train
29.59634171,36.002834,Train
39.69463041,36.002834,Train
59.17261579,36.002834,Train
73.3685442,36.002834,Train
87.80272237,36.002834,Train
96.49414196,36.002834,Train
0.745064216,32.894463,Train
2.668995081,32.894463,Train
6.515575898,32.894463,Train
9.882241426,32.894463,Train
14.93202623,32.894463,Train
24.54783782,32.894463,Train
29.59719566,32.894463,Train
39.45638065,32.894463,Train
49.55637724,32.894463,Train
58.9377818,32.894463,Train
72.90271895,32.894463,Train
84.97959079,32.894463,Train
0.504679601,36.879925,Train
2.187371909,36.879925,Train
7.476687389,36.879925,Train
9.880533543,36.879925,Train
15.16984902,36.879925,Train
25.26856469,36.879925,Train
30.07839186,36.879925,Train
39.45638065,36.879925,Train
49.31898142,36.879925,Train
58.46427108,36.879925,Train
71.96338298,36.879925,Train
81.20901079,36.879925,Train
88.47050485,36.879925,Train
20.8,20.80701,Train
24.53333333,26.53266,Train
26.66666667,26.53266,Train
27.2,26.53266,Train
27.73333333,26.53266,Train
20.8,47.866478,Train
48.53333333,47.866478,Train
58.13333333,47.866478,Train
64.0,47.866478,Train
24.09836066,64.868614,Train
46.2295082,64.868614,Train
65.90163934,64.868614,Train
88.03278689,64.868614,Train
100.0819672,64.868614,Train
2.013422819,72.28573,Train
5.637583893,72.28573,Train
10.87248322,72.28573,Train
22.86885246,72.28573,Train
22.95302013,72.28573,Train
31.81208054,72.28573,Train
52.34899329,72.28573,Train
57.18120805,72.28573,Train
57.54098361,72.28573,Train
111.3934426,72.28573,Train
149.0163934,72.28573,Train
163.0327869,72.28573,Train
162.295082,72.28573,Train
163.0327869,72.28573,Train
25.0,95.17893,Train
46.25,95.17893,Train
93.75,95.17893,Train
125.0,95.17893,Train
128.75,95.17893,Train
125.0,95.17893,Train
122.5,95.17893,Train
23.75,86.60582,Train
47.5,86.60582,Train
85.0,86.60582,Train
100.0,86.60582,Train
120.0,86.60582,Train
107.5,86.60582,Train
122.5,86.60582,Train
5.105633803,47.87244,Train
31.31455399,47.87244,Train
37.44131455,47.87244,Train
53.2444668,47.87244,Train
58.07658451,47.87244,Train
67.10261569,47.87244,Train
82.82472613,47.87244,Train
84.24295775,33.96211,Train
2.535211268,33.96211,Train
8.450704225,33.96211,Train
27.46478873,33.96211,Train
47.11267606,33.96211,Train
34.95050106,232.9475,Train
52.42805218,232.9475,Train
56.80146598,232.9475,Train
74.27901711,232.9475,Train
332.1102806,232.9475,Train
383.1165707,232.9475,Train
428.327685,232.9475,Train
501.5668372,232.9475,Train
18.77274936,145.23167,Train
40.75098932,145.23167,Train
79.21290924,145.23167,Train
117.6807799,145.23167,Train
147.3692563,145.23167,Train
196.9849346,145.23167,Train
207.0417646,145.23167,Train
237.9382507,145.23167,Train
261.3387287,145.23167,Train
4.081632653,160.88431,Train
8.163265306,160.88431,Train
12.24489796,160.88431,Train
44.89795918,160.88431,Train
85.71428571,160.88431,Train
148.9795918,160.88431,Train
202.0408163,160.88431,Train
244.8979592,160.88431,Train
269.3877551,160.88431,Train
287.755102,160.88431,Train
295.9183673,160.88431,Train
326.5306122,160.88431,Train
11.98237885,50.28096,Train
40.88105727,50.28096,Train
50.39647577,50.28096,Train
58.14977974,50.28096,Train
70.13215859,50.28096,Train
70.13215859,50.28096,Train
8.45814978,30.013224,Train
20.44052863,30.013224,Train
25.72687225,30.013224,Train
40.52863436,30.013224,Train
42.2907489,30.013224,Train
42.64317181,30.013224,Train
4.933920705,26.130098,Train
17.97356828,26.130098,Train
23.96475771,26.130098,Train
30.30837004,26.130098,Train
35.94713656,26.130098,Train
34.88986784,26.130098,Train
34.88986784,26.130098,Train
20.46086073,51.561752,Train
38.33554111,51.561752,Train
45.4140353,51.561752,Train
54.02144111,51.561752,Train
60.77539201,51.561752,Train
70.86858076,51.561752,Train
71.05942516,51.561752,Train
17.37716028,36.902637,Train
28.15825144,36.902637,Train
32.45818059,36.902637,Train
41.07097748,36.902637,Train
45.35688981,36.902637,Train
46.83081236,36.902637,Train
47.06370722,36.902637,Train
14.59428237,31.586456,Train
25.98672253,31.586456,Train
36.75379686,31.586456,Train
40.3464157,31.586456,Train
40.25153261,31.586456,Train
24.01204975,65.48267,Train
43.74093029,65.48267,Train
56.67433273,65.48267,Train
73.31271055,65.48267,Train
80.68638248,65.48267,Train
114.4665069,65.48267,Train
23.39530967,70.92466,Train
41.8884426,70.92466,Train
58.52682042,70.92466,Train
62.81225706,70.92466,Train
76.97913967,70.92466,Train
107.0542887,70.92466,Train
125.8172454,70.92466,Train
20.92381446,68.09878,Train
36.3287121,68.09878,Train
52.35034983,68.09878,Train
69.5941306,68.09878,Train
74.50991189,68.09878,Train
101.4945582,68.09878,Train
121.4932625,68.09878,Train
2.50430312,13.5590725,Train
4.950542306,13.5590725,Train
6.880519832,13.5590725,Train
12.79909503,13.5590725,Train
16.91712454,13.5590725,Train
21.86112761,13.5590725,Train
28.99972189,13.5590725,Train
0.23255814,43.255913,Train
26.74418605,43.255913,Train
41.39534884,43.255913,Train
46.04651163,43.255913,Train
60.23255814,43.255913,Train
84.88372093,43.255913,Train
4.5,92.39915,Train
25.2,92.39915,Train
50.4,92.39915,Train
75.6,92.39915,Train
98.1,92.39915,Train
122.4,92.39915,Train
136.8,92.39915,Train
154.8,92.39915,Train
163.8,92.39915,Train
4.5,90.70034,Train
25.2,90.70034,Train
50.4,90.70034,Train
75.6,90.70034,Train
98.1,90.70034,Train
122.4,90.70034,Train
134.1,90.70034,Train
144.9,90.70034,Train
161.1,90.70034,Train
4.5,83.25028,Train
25.2,83.25028,Train
50.4,83.25028,Train
74.7,83.25028,Train
98.1,83.25028,Train
121.5,83.25028,Train
134.1,83.25028,Train
157.5,83.25028,Train
33.80159971,102.621544,Train
78.83078362,102.621544,Train
131.8902926,102.621544,Train
165.9662362,102.621544,Train
98.94731815,172.57343,Train
178.6750356,172.57343,Train
201.7932141,172.57343,Train
210.8777795,172.57343,Train
43.72469636,170.40549,Train
68.01619433,170.40549,Train
97.1659919,170.40549,Train
119.0283401,170.40549,Train
161.5384615,170.40549,Train
210.1214575,170.40549,Train
223.4817814,170.40549,Train
248.9878543,170.40549,Train
264.7773279,170.40549,Train
267.2064777,170.40549,Train
100.0851064,119.51669,Train
121.5319149,119.51669,Train
126.0,119.51669,Train
130.4680851,119.51669,Train
3.092369478,21.576244,Train
9.136546185,21.576244,Train
15.46184739,21.576244,Train
20.52208835,21.576244,Train
28.95582329,21.576244,Train
31.76706827,21.576244,Train
31.62650602,21.576244,Train
32.04819277,21.576244,Train
9.216216216,17.63347,Train
11.27027027,17.63347,Train
13.43243243,17.63347,Train
17.64864865,17.63347,Train
22.08108108,17.63347,Train
24.24324324,17.63347,Train
25.54054054,17.63347,Train
15.94887836,62.160763,Train
71.89484699,62.160763,Train
69.63018505,62.160763,Train
69.34592722,62.160763,Train
69.74657408,62.160763,Train
76.39552126,62.160763,Train
16.37385421,34.03246,Train
18.09662811,34.03246,Train
27.94475276,34.03246,Train
41.96448058,34.03246,Train
43.66036353,34.03246,Train
44.74067781,34.03246,Train
45.44802644,34.03246,Train
10.44776119,51.13324,Train
19.90049751,51.13324,Train
29.85074627,51.13324,Train
39.30348259,51.13324,Train
49.25373134,51.13324,Train
68.15920398,51.13324,Train
75.12437811,51.13324,Train
82.08955224,51.13324,Train
86.06965174,51.13324,Train
38.18676375,58.033054,Train
48.40164878,58.033054,Train
55.13234156,58.033054,Train
63.5490553,58.033054,Train
65.29721926,58.033054,Train
67.34521792,58.033054,Train
68.31900069,58.033054,Train
3.333333333,28.650873,Train
29.76190476,28.650873,Train
52.85714286,28.650873,Train
44.39790576,70.05348,Train
63.2460733,70.05348,Train
78.7434555,70.05348,Train
93.82198953,70.05348,Train
9.333333333,110.44402,Train
42.0,110.44402,Train
84.0,110.44402,Train
104.2222222,110.44402,Train
124.4444444,110.44402,Train
140.0,110.44402,Train
147.7777778,110.44402,Train
149.3333333,110.44402,Train
150.8888889,110.44402,Train
152.4444444,110.44402,Train
20.22222222,161.25922,Train
93.33333333,161.25922,Train
140.0,161.25922,Train
164.8888889,161.25922,Train
186.6666667,161.25922,Train
206.8888889,161.25922,Train
211.5555556,161.25922,Train
213.1111111,161.25922,Train
214.6666667,161.25922,Train
19.71830986,129.81187,Train
39.43661972,129.81187,Train
82.15962441,129.81187,Train
139.6713615,129.81187,Train
187.3239437,129.81187,Train
310.5633803,129.81187,Train
37.79342723,125.11707,Train
54.22535211,125.11707,Train
77.23004695,125.11707,Train
129.8122066,125.11707,Train
184.0375587,125.11707,Train
192.2535211,125.11707,Train
200.4694836,125.11707,Train
30.96330275,86.336845,Train
45.87155963,86.336845,Train
90.59633028,86.336845,Train
103.2110092,86.336845,Train
110.0917431,86.336845,Train
111.2385321,86.336845,Train
112.3853211,86.336845,Train
24.40677966,83.72961,Train
40.0,83.72961,Train
62.37288136,83.72961,Train
81.3559322,83.72961,Train
92.88135593,83.72961,Train
107.7966102,83.72961,Train
120.0,83.72961,Train
141.0169492,83.72961,Train
20.27952431,102.71002,Train
42.22628014,102.71002,Train
82.91482248,102.71002,Train
131.1795562,102.71002,Train
144.191246,102.71002,Train
145.4101056,102.71002,Train
152.7677763,102.71002,Train
10.8974359,42.39308,Train
24.57264957,42.39308,Train
41.23931624,42.39308,Train
66.88034188,42.39308,Train
68.37606838,42.39308,Train
53.23,52.764133,Train
47.34,51.372597,Train
52.62,51.372597,Train
48.79,52.764133,Train
56.28,52.764133,Train
54.15,51.372597,Train
53.12,55.82665,Train
52.56,55.82665,Train
55.5,55.82665,Train
55.92,55.82665,Train
56.06,55.82665,Train
56.06,55.82665,Train
50.04,50.058025,Train
62.6,55.82665,Train
54.8,55.82665,Train
49.89,52.395157,Train
55.35,57.17331,Train
54.61,52.395157,Train
55.0,57.17331,Train
49.43,52.395157,Train
55.67,52.395157,Train
61.16,57.17331,Train
57.04,57.041313,Train
49.26477143,71.41377,Train
78.11363005,71.41377,Train
86.86358416,71.41377,Train
49.06921241,68.030334,Train
86.9928401,68.030334,Train
24.32432432,135.20352,Train
46.77754678,135.20352,Train
64.86486486,135.20352,Train
85.44698545,135.20352,Train
125.3638254,135.20352,Train
160.9147609,135.20352,Train
198.960499,135.20352,Train
240.1247401,135.20352,Train
270.0623701,135.20352,Train
17.53246753,129.85774,Train
32.14285714,129.85774,Train
49.67532468,129.85774,Train
96.42857143,129.85774,Train
108.1168831,129.85774,Train
157.7922078,129.85774,Train
233.7662338,129.85774,Train
14.70588235,129.85774,Train
32.35294118,129.85774,Train
52.94117647,129.85774,Train
67.64705882,129.85774,Train
97.05882353,129.85774,Train
120.5882353,129.85774,Train
170.5882353,129.85774,Train
211.7647059,129.85774,Train
258.8235294,129.85774,Train
273.5294118,129.85774,Train
23.37662338,129.85774,Train
40.90909091,129.85774,Train
64.28571429,129.85774,Train
93.50649351,129.85774,Train
116.8831169,129.85774,Train
146.1038961,129.85774,Train
189.9350649,129.85774,Train
239.6103896,129.85774,Train
292.2077922,129.85774,Train
303.8961039,129.85774,Train
40.90909091,175.78404,Train
70.12987013,175.78404,Train
90.58441558,175.78404,Train
116.8831169,175.78404,Train
146.1038961,175.78404,Train
175.3246753,175.78404,Train
219.1558442,175.78404,Train
260.0649351,175.78404,Train
292.2077922,175.78404,Train
292.2077922,175.78404,Train
40.90909091,175.78404,Train
73.05194805,175.78404,Train
96.42857143,175.78404,Train
116.8831169,175.78404,Train
149.025974,175.78404,Train
184.0909091,175.78404,Train
236.6883117,175.78404,Train
274.6753247,175.78404,Train
306.8181818,175.78404,Train
315.5844156,175.78404,Train
44.11764706,175.78404,Train
79.41176471,175.78404,Train
102.9411765,175.78404,Train
138.2352941,175.78404,Train
164.7058824,175.78404,Train
194.1176471,175.78404,Train
247.0588235,175.78404,Train
291.1764706,175.78404,Train
338.2352941,175.78404,Train
8.20519991,21.20887,Train
25.7941412,21.20887,Train
25.23331405,21.20887,Train
25.60727543,21.20887,Train
0.507272748,14.054825,Train
1.154752282,14.054825,Train
4.967687316,14.054825,Train
10.00363925,14.054825,Train
17.70455442,14.054825,Train
23.89709741,14.054825,Train
22.76211199,14.054825,Train
22.77636251,14.054825,Train
22.71855595,14.054825,Train
0.363388407,9.62724,Train
0.79504143,9.62724,Train
3.528843907,9.62724,Train
7.054125182,9.62724,Train
13.53006976,9.62724,Train
14.33430508,9.62724,Train
15.85612332,9.62724,Train
15.51181223,9.62724,Train
15.66960233,9.62724,Train
5.490196078,36.880592,Train
10.58823529,36.880592,Train
19.80392157,36.880592,Train
23.92156863,36.880592,Train
30.78431373,36.880592,Train
38.43137255,36.880592,Train
45.49019608,36.880592,Train
51.56862745,36.880592,Train
53.7254902,36.880592,Train
59.80392157,36.880592,Train
66.07843137,36.880592,Train
5.68627451,45.36028,Train
20.58823529,45.36028,Train
27.05882353,45.36028,Train
34.11764706,45.36028,Train
51.96078431,45.36028,Train
61.76470588,45.36028,Train
64.50980392,45.36028,Train
69.21568627,45.36028,Train
73.33333333,45.36028,Train
5.490196078,47.25461,Train
10.58823529,47.25461,Train
21.17647059,47.25461,Train
29.80392157,47.25461,Train
47.84313725,47.25461,Train
55.49019608,47.25461,Train
68.43137255,47.25461,Train
72.54901961,47.25461,Train
79.60784314,47.25461,Train
81.56862745,47.25461,Train
30.0,84.476326,Train
53.33333333,84.476326,Train
82.0,84.476326,Train
102.0,84.476326,Train
106.0,84.476326,Train
108.0,84.476326,Train
110.0,84.476326,Train
26.0,93.99958,Train
53.33333333,93.99958,Train
107.3333333,93.99958,Train
122.6666667,93.99958,Train
126.6666667,93.99958,Train
128.0,93.99958,Train
13.33333333,59.429176,Train
30.66666667,59.429176,Train
51.33333333,59.429176,Train
75.33333333,59.429176,Train
80.66666667,59.429176,Train
82.0,59.429176,Train
82.66666667,59.429176,Train
76.0,94.53293,Train
92.0,94.53293,Train
100.0,94.53293,Train
102.0,94.53293,Train
102.6666667,94.53293,Train
3.3,41.288445,Test
54.44444444,51.739346,Test
13.38174274,15.186341,Test
15.66390041,15.186341,Test
169.787234,252.97842,Test
115.7505774,71.81882,Test
2.188225851,36.002834,Test
49.79334609,36.002834,Test
5.073268206,32.894463,Test
19.49933393,32.894463,Test
92.71160678,32.894463,Test
5.071987293,36.879925,Test
20.21963383,36.879925,Test
37.33333333,47.866478,Test
105.4918033,64.868614,Test
27.23004695,47.87244,Test
71.21704586,47.87244,Test
246.8961687,145.23167,Test
269.1997183,145.23167,Test
32.42290749,50.28096,Test
35.59471366,30.013224,Test
30.90770463,31.586456,Test
41.33729706,31.586456,Test
128.9054807,65.48267,Test
8.552084664,13.5590725,Test
18.19509482,13.5590725,Test
28.71582872,13.5590725,Test
141.3,83.25028,Test
157.3495181,102.621544,Test
39.88361629,172.57343,Test
61.65957447,119.51669,Test
26.70682731,21.576244,Test
32.04819277,21.576244,Test
4.783783784,17.63347,Test
0.995024876,51.13324,Test
58.70646766,51.13324,Test
17.02380952,28.650873,Test
41.54761905,28.650873,Test
30.15706806,70.05348,Test
214.6666667,161.25922,Test
16.05504587,86.336845,Test
12.20338983,83.72961,Test
58.76068376,42.39308,Test
47.87,52.764133,Test
47.9,51.372597,Test
61.8,59.43462,Test
55.92,55.82665,Test
46.31,55.82665,Test
63.3,57.17331,Test
88.66348449,68.030334,Test
73.05194805,129.85774,Test
198.7012987,129.85774,Test
236.6883117,129.85774,Test
344.1176471,175.78404,Test
0.507387672,21.20887,Test
1.80234674,21.20887,Test
16.47831966,21.20887,Test
24.75879453,21.20887,Test
25.92366009,21.20887,Test
10.58823529,45.36028,Test
41.17647059,45.36028,Test
40.19607843,47.25461,Test
125.3333333,93.99958,Test
25.33333333,94.53293,Test
